Mookie Blaylock,/players/b/blaylmo01.html,/teams/ATL/1995.html,9.4,20.659340659340653,2100000
Steve Smith,/players/s/smithst01.html,/teams/ATL/1995.html,7.6,16.703296703296697,1935900
Fred Vinson,/players/v/vinsofr01.html,/teams/ATL/1995.html,-0.1,-0.21978021978021975,150000
Greg Anderson,/players/a/andergr01.html,/teams/ATL/1995.html,1.5,3.296703296703295,110000
Kevin Willis,/players/w/willike02.html,/teams/ATL/1995.html,0.1,0.21978021978021975
Tyrone Corbin,/players/c/corbity01.html,/teams/ATL/1995.html,2.1,4.615384615384614,1600000
Stacey Augmon,/players/a/augmost01.html,/teams/ATL/1995.html,5.1,11.208791208791204,1662500
Jim Les,/players/l/lesji01.html,/teams/ATL/1995.html,0.2,0.4395604395604395,250000
Andrew Lang,/players/l/langan01.html,/teams/ATL/1995.html,4.9,10.769230769230766,1596000
Ken Norman,/players/n/normake01.html,/teams/ATL/1995.html,3.2,7.032967032967032,1963000
Ennis Whatley,/players/w/whatlen01.html,/teams/ATL/1995.html,0.7,1.5384615384615379
Sergei Bazarevich,/players/b/bazarse01.html,/teams/ATL/1995.html,0.2,0.4395604395604395,168000
Tom Hovasse,/players/h/hovasto01.html,/teams/ATL/1995.html,0.0,0.0,6140
Doug Edwards,/players/e/edwardo01.html,/teams/ATL/1995.html,0.2,0.4395604395604395,845000
Craig Ehlo,/players/e/ehlocr01.html,/teams/ATL/1995.html,2.1,4.615384615384614,2650000
Jon Koncak,/players/k/koncajo01.html,/teams/ATL/1995.html,1.8,3.9560439560439553,2600000
Grant Long,/players/l/longgr01.html,/teams/ATL/1995.html,6.5,14.285714285714283,1485300
Morlon Wiley,/players/w/wileymo01.html,/teams/ATL/1995.html,0.0,0.0
